ml,mAU
18.513,10.23668
18.514,10.23793
18.515,10.23894
18.515,10.23994
18.516,10.23986
18.517,10.24113
18.518,10.24421
18.519,10.24469
18.519,10.24309
18.52,10.24185
18.521,10.24178
18.522,10.24296
18.523,10.24297
18.524,10.24238
18.524,10.24316
18.525,10.24304
18.526,10.24204
18.527,10.24423
18.528,10.24671
18.529,10.24745
18.529,10.24876
18.53,10.25115
18.531,10.25155
18.532,10.25208
18.533,10.25084
18.534,10.2533
18.534,10.25373
18.535,10.25177
18.536,10.25283
18.537,10.25539
18.538,10.25534
18.539,10.25668
18.539,10.25866
18.54,10.25921
18.541,10.26027
18.542,10.26085
18.543,10.26084
18.544,10.262
18.544,10.26363
18.545,10.26332
18.546,10.26287
18.547,10.26271
18.548,10.26231
18.549,10.26189
18.549,10.26467
18.55,10.26486
18.551,10.26163
18.552,10.26258
18.553,10.26397
18.554,10.26497
18.554,10.26585
18.555,10.26483
18.556,10.26576
18.557,10.26681
18.558,10.26682
18.559,10.26686
18.559,10.26664
18.56,10.26774
18.561,10.26989
18.562,10.27127
18.563,10.27002
18.564,10.27075
18.564,10.27344
18.565,10.27306
18.566,10.27553
18.567,10.27828
18.568,10.28038
18.569,10.28188
18.569,10.28502
18.57,10.28476
18.571,10.28703
18.572,10.29066
18.573,10.2923
18.574,10.29328
18.574,10.29464
18.575,10.29613
18.576,10.29819
18.577,10.2987
18.578,10.29862
18.579,10.29986
18.579,10.30183
18.58,10.3026
18.581,10.30221
18.582,10.30125
18.583,10.30124
18.584,10.3053
18.584,10.30668
18.585,10.30714
18.586,10.3083
18.587,10.3089
18.588,10.30879
18.589,10.30987
18.589,10.31069
18.59,10.30938
18.591,10.30895
18.592,10.30814
18.593,10.30851
18.594,10.30755
18.594,10.30669
18.595,10.30693
18.596,10.30633
18.597,10.30434
18.598,10.30723
18.599,10.30722
18.599,10.30702
18.6,10.3073
18.601,10.30839
18.602,10.3089
18.603,10.31008
18.604,10.31054
18.604,10.30917
18.605,10.30852
18.606,10.30668
18.607,10.30762
18.608,10.3082
18.609,10.30851
18.609,10.30939
18.61,10.30907
18.611,10.30948
18.612,10.30979
18.613,10.31045
18.613,10.31081
18.614,10.31244
18.615,10.31391
18.616,10.31478
18.617,10.31592
18.618,10.31881
18.618,10.31958
18.619,10.3212
18.62,10.32277
18.621,10.323
18.622,10.32237
18.623,10.32155
18.623,10.32278
18.624,10.32556
18.625,10.32706
18.626,10.32882
18.627,10.3314
18.628,10.333
18.628,10.33282
18.629,10.33307
18.63,10.33285
18.631,10.33307
18.632,10.33388
18.633,10.33513
18.633,10.33602
18.634,10.33679
18.635,10.33638
18.636,10.33701
18.637,10.33922
18.638,10.34094
18.638,10.3424
18.639,10.3439
18.64,10.34242
18.641,10.34243
18.642,10.34409
18.643,10.34562
18.643,10.34907
18.644,10.34974
18.645,10.3494
18.646,10.35037
18.647,10.35027
18.648,10.3506
18.648,10.3516
18.649,10.35231
18.65,10.35406
18.651,10.35622
18.652,10.3583
18.653,10.35857
18.653,10.35991
18.654,10.3607
18.655,10.3609
18.656,10.36258
18.657,10.36219
18.658,10.36305
18.658,10.36374
18.659,10.36479
18.66,10.36473
18.661,10.36804
18.662,10.36998
18.663,10.36986
18.663,10.37094
18.664,10.36993
18.665,10.36836
18.666,10.36831
18.667,10.36866
18.668,10.37015
18.668,10.37115
18.669,10.37222
18.67,10.37442
18.671,10.3762
18.672,10.37713
18.673,10.37766
18.673,10.37917
18.674,10.38085
18.675,10.38296
18.676,10.38509
18.677,10.38606
18.678,10.38864
18.678,10.39008
18.679,10.39044
18.68,10.39126
18.681,10.39199
18.682,10.39076
18.683,10.39027
18.683,10.39205
18.684,10.39296
18.685,10.39484
18.686,10.39666
18.687,10.39704
18.688,10.39761
18.688,10.39888
18.689,10.40076
18.69,10.40187
18.691,10.40212
18.692,10.40179
18.693,10.40029
18.693,10.39955
18.694,10.39846
18.695,10.39731
18.696,10.39756
18.697,10.39793
18.698,10.39853
18.698,10.39735
18.699,10.39752
18.7,10.39828
18.701,10.39856
18.702,10.39965
18.703,10.40172
18.703,10.40248
18.704,10.40324
18.705,10.40417
18.706,10.4052
18.707,10.40631
18.707,10.40775
18.708,10.40927
18.709,10.40899
18.71,10.40885
18.711,10.4081
18.712,10.40746
18.712,10.40856
18.713,10.41031
18.714,10.41253
18.715,10.41453
18.716,10.41576
18.717,10.41566
18.717,10.41543
18.718,10.41685
18.719,10.41923
18.72,10.42035
18.721,10.41904
18.722,10.41859
18.722,10.4188
18.723,10.41864
18.724,10.4195
18.725,10.42065
18.726,10.42008
18.727,10.42059
18.727,10.42107
18.728,10.42052
18.729,10.41986
18.73,10.41974
18.731,10.42168
18.732,10.42389
18.732,10.42496
18.733,10.4246
18.734,10.42441
18.735,10.4243
18.736,10.42325
18.737,10.42334
18.737,10.424
18.738,10.4239
18.739,10.42345
18.74,10.42289
18.741,10.42305
18.742,10.42421
18.742,10.42569
18.743,10.42613
18.744,10.42555
18.745,10.42358
18.746,10.42086
18.747,10.42042
18.747,10.42018
18.748,10.41886
18.749,10.41924
18.75,10.42065
18.751,10.42046
18.752,10.41859
18.752,10.4176
18.753,10.41737
18.754,10.41801
18.755,10.41902
18.756,10.41899
18.757,10.41959
18.757,10.41949
18.758,10.41966
18.759,10.42036
18.76,10.4193
18.761,10.41718
18.762,10.41684
18.762,10.4173
18.763,10.41683
18.764,10.41636
18.765,10.41774
18.766,10.42032
18.767,10.42285
18.767,10.42319
18.768,10.42244
18.769,10.42356
18.77,10.42532
18.771,10.42446
18.772,10.42427
18.772,10.42484
18.773,10.42498
18.774,10.42438
18.775,10.42448
18.776,10.4238
18.777,10.42353
18.777,10.42448
18.778,10.42442
18.779,10.42294
18.78,10.42076
18.781,10.4201
18.782,10.42166
18.782,10.42248
18.783,10.42235
18.784,10.42174
18.785,10.42063
18.786,10.41938
18.787,10.41736
18.787,10.41536
18.788,10.41467
18.789,10.41417
18.79,10.41232
18.791,10.41015
18.792,10.40936
18.792,10.40839
18.793,10.4067
18.794,10.40443
18.795,10.4028
18.796,10.40082
18.797,10.39943
18.797,10.39838
18.798,10.3973
18.799,10.39696
18.8,10.39816
18.801,10.39878
18.801,10.39949
18.802,10.39836
18.803,10.39614
18.804,10.39456
18.805,10.39398
18.806,10.39403
18.806,10.39376
18.807,10.3936
18.808,10.39277
18.809,10.39069
18.81,10.38982
18.811,10.39053
18.811,10.39026
18.812,10.38944
18.813,10.38846
18.814,10.38768
18.815,10.38649
18.816,10.38584
18.816,10.3857
18.817,10.38516
18.818,10.38367
18.819,10.38273
18.82,10.38155
18.821,10.37963
18.821,10.37917
18.822,10.37696
18.823,10.3744
18.824,10.37382
18.825,10.3737
18.826,10.37277
18.826,10.37193
18.827,10.3707
18.828,10.36938
18.829,10.36819
18.83,10.36654
18.831,10.3672
18.831,10.36518
18.832,10.36407
18.833,10.36219
18.834,10.36108
18.835,10.36083
18.836,10.36164
18.836,10.36163
18.837,10.36018
18.838,10.35875
18.839,10.35903
18.84,10.35793
18.841,10.35551
18.841,10.35486
18.842,10.35278
18.843,10.35209
18.844,10.35346
18.845,10.3532
18.846,10.35111
18.846,10.34952
18.847,10.34834
18.848,10.34689
18.849,10.34529
18.85,10.34479
18.851,10.3447
18.851,10.34213
18.852,10.34144
18.853,10.33999
18.854,10.33928
18.855,10.33882
18.856,10.33802
18.856,10.33529
18.857,10.33432
18.858,10.33311
18.859,10.33171
18.86,10.3302
18.861,10.32983
18.861,10.32816
18.862,10.32544
18.863,10.32387
18.864,10.32173
18.865,10.31962
18.866,10.3177
18.866,10.31596
18.867,10.31367
18.868,10.30977
18.869,10.30667
18.87,10.30388
18.871,10.30147
18.871,10.30025
18.872,10.29851
18.873,10.2955
18.874,10.29397
18.875,10.29273
18.876,10.29072
18.876,10.28794
18.877,10.28679
18.878,10.28376
18.879,10.28001
18.88,10.27662
18.881,10.27304
18.881,10.26962
18.882,10.2665
18.883,10.26658
18.884,10.26342
18.885,10.26116
18.886,10.25834
18.886,10.25663
18.887,10.25508
18.888,10.25288
18.889,10.25139
18.89,10.25166
18.891,10.25115
18.891,10.25022
18.892,10.24777
18.893,10.24638
18.894,10.24477
18.895,10.2418
18.895,10.23816
18.896,10.23591
18.897,10.23305
18.898,10.23097
18.899,10.22866
18.9,10.22835
18.9,10.22663
18.901,10.2243
18.902,10.22305
18.903,10.22133
18.904,10.21966
18.905,10.21793
18.905,10.21681
18.906,10.21502
18.907,10.21171
18.908,10.2093
18.909,10.2067
18.91,10.20597
18.91,10.20318
18.911,10.1997
18.912,10.19626
18.913,10.19399
18.914,10.191
18.915,10.18956
18.915,10.18883
18.916,10.18732
18.917,10.18522
18.918,10.18453
18.919,10.18228
18.92,10.18026
18.92,10.17695
18.921,10.17517
18.922,10.17321
18.923,10.16957
18.924,10.16637
18.925,10.16176
18.925,10.16071
18.926,10.15819
18.927,10.1529
18.928,10.1503
18.929,10.14784
18.93,10.14628
18.93,10.14226
18.931,10.14075
18.932,10.13986
18.933,10.13774
18.934,10.13437
18.935,10.132
18.935,10.12743
18.936,10.12414
18.937,10.11934
18.938,10.11678
18.939,10.11052
18.94,10.10738
18.94,10.10456
18.941,10.10277
18.942,10.1012
18.943,10.0979
18.944,10.09487
18.945,10.09213
18.945,10.09329
18.946,10.08962
18.947,10.08488
18.948,10.08392
18.949,10.08209
18.95,10.07984
18.95,10.07657
18.951,10.07364
18.952,10.06944
18.953,10.06559
18.954,10.06153
18.955,10.05796
18.955,10.05378
18.956,10.05171
18.957,10.04726
18.958,10.04424
18.959,10.04217
18.96,10.03976
18.96,10.03583
18.961,10.03176
18.962,10.02914
18.963,10.02441
18.964,10.02168
18.965,10.01881
18.965,10.0142
18.966,10.00918
18.967,10.00577
18.968,10.003
18.969,9.999241
18.97,9.995343
18.97,9.991119
18.971,9.987252
18.972,9.984905
18.973,9.980214
18.974,9.976502
18.975,9.975612
18.975,9.971383
18.976,9.967722
18.977,9.963023
18.978,9.960639
18.979,9.958059
18.98,9.955118
18.98,9.951303
18.981,9.948848
18.982,9.947118
18.983,9.943532
18.984,9.94025
18.985,9.93757
18.985,9.935052
18.986,9.932251
18.987,9.927216
18.988,9.922444
18.989,9.918974
18.989,9.916039
18.99,9.912058
18.991,9.905733
18.992,9.902252
18.993,9.896377
18.994,9.893738
18.994,9.889879
18.995,9.884374
18.996,9.879647
18.997,9.878584
18.998,9.87622
18.999,9.873266
18.999,9.870291
19,9.86343
19.001,9.859251
19.002,9.853496
19.003,9.849412
19.004,9.844248
19.004,9.840388
19.005,9.835202
19.006,9.83093
19.007,9.826756
19.008,9.823494
19.009,9.820144
19.009,9.815433
19.01,9.81189
19.011,9.80877
19.012,9.807236
19.013,9.803056
19.014,9.799335
19.014,9.795314
19.015,9.791486
19.016,9.787581
19.017,9.785342
19.018,9.779288
19.019,9.77578
19.019,9.772396
19.02,9.766824
19.021,9.764726
19.022,9.761013
19.023,9.756911
19.024,9.751813
19.024,9.749181
19.025,9.743448
19.026,9.73894
19.027,9.734371
19.028,9.731129
19.029,9.72693
19.029,9.723219
19.03,9.720325
19.031,9.716625
19.032,9.714195
19.033,9.7095
19.034,9.705263
19.034,9.700993
19.035,9.696642
19.036,9.693624
19.037,9.689941
19.038,9.68657
19.039,9.681471
19.039,9.677287
19.04,9.670897
19.041,9.668603
19.042,9.663974
19.043,9.660029
19.044,9.656811
19.044,9.653078
19.045,9.649496
19.046,9.647188
19.047,9.642547
19.048,9.637487
19.049,9.633469
19.049,9.630283
19.05,9.625746
19.051,9.621745
19.052,9.61727
19.053,9.611023
19.054,9.607617
19.054,9.604603
19.055,9.599344
19.056,9.59473
19.057,9.588725
19.058,9.584353
19.059,9.580197
19.059,9.576385
19.06,9.571948
19.061,9.569549
19.062,9.564582
19.063,9.559847
19.064,9.553921
19.064,9.551589
19.065,9.548347
19.066,9.5438
19.067,9.538192
19.068,9.535519
19.069,9.53268
19.069,9.528711
19.07,9.524134
19.071,9.520303
19.072,9.514645
19.073,9.510465
19.074,9.507141
19.074,9.501923
19.075,9.496827
19.076,9.493602
19.077,9.48928
19.078,9.485316
19.079,9.480186
19.079,9.474421
19.08,9.470061
19.081,9.4635
19.082,9.457168
19.083,9.451114
19.083,9.445966
19.084,9.442348
19.085,9.435988
19.086,9.42999
19.087,9.422953
19.088,9.418526
19.088,9.413909
19.089,9.408915
19.09,9.403681
19.091,9.397243
19.092,9.390202
19.093,9.384924
19.093,9.379707
19.094,9.373308
19.095,9.368054
19.096,9.362236
19.097,9.357593
19.098,9.353348
19.098,9.347843
19.099,9.342693
19.1,9.337244
19.101,9.331651
19.102,9.326979
19.103,9.322479
19.103,9.31758
19.104,9.313251
19.105,9.30867
19.106,9.304038
19.107,9.298366
19.108,9.294247
19.108,9.289165
19.109,9.283507
19.11,9.275867
19.111,9.269657
19.112,9.265921
19.113,9.26228
19.113,9.257291
19.114,9.252495
19.115,9.247059
19.116,9.242578
19.117,9.237374
19.118,9.230819
19.118,9.224711
19.119,9.220013
19.12,9.214854
19.121,9.210629
19.122,9.206004
19.123,9.201003
19.123,9.195026
19.124,9.189164
19.125,9.183418
19.126,9.178234
19.127,9.171343
19.128,9.165127
19.128,9.157857
19.129,9.154307
19.13,9.149958
19.131,9.14605
19.132,9.139462
19.133,9.133303
19.133,9.128077
19.134,9.123814
19.135,9.118582
19.136,9.114262
19.137,9.107112
19.138,9.103202
19.138,9.099325
19.139,9.092573
19.14,9.085152
19.141,9.078227
19.142,9.072891
19.143,9.067872
19.143,9.062916
19.144,9.058748
19.145,9.05326
19.146,9.04727
19.147,9.041527
19.148,9.037025
19.148,9.033697
19.149,9.030158
19.15,9.023264
19.151,9.013856
19.152,9.006925
19.153,9.001991
19.153,8.996219
19.154,8.991163
19.155,8.985093
19.156,8.977962
19.157,8.971201
19.158,8.965192
19.158,8.958857
19.159,8.95215
19.16,8.946024
19.161,8.940598
19.162,8.935515
19.163,8.930081
19.163,8.923623
19.164,8.9167
19.165,8.909769
19.166,8.904537
19.167,8.898758
19.168,8.893266
19.168,8.885507
19.169,8.878204
19.17,8.871277
19.171,8.86508
19.172,8.862152
19.173,8.858515
19.173,8.852099
19.174,8.844956
19.175,8.837606
19.176,8.830821
19.177,8.825729
19.177,8.819602
19.178,8.81349
19.179,8.807359
19.18,8.802104
19.181,8.797606
19.182,8.792004
19.182,8.786514
19.183,8.780455
19.184,8.775132
19.185,8.769924
19.186,8.763384
19.187,8.756246
19.187,8.750272
19.188,8.743325
19.189,8.737784
19.19,8.731506
19.191,8.725556
19.192,8.721008
19.192,8.714335
19.193,8.707251
19.194,8.701808
19.195,8.697984
19.196,8.692243
19.197,8.685307
19.197,8.678454
19.198,8.671376
19.199,8.665398
19.2,8.659299
19.201,8.653302
19.202,8.645537
19.202,8.63912
19.203,8.634038
19.204,8.628482
19.205,8.622387
19.206,8.615943
19.207,8.609895
19.207,8.605917
19.208,8.601561
19.209,8.59528
19.21,8.589872
19.211,8.585337
19.212,8.578857
19.212,8.571293
19.213,8.564642
19.214,8.557983
19.215,8.551658
19.216,8.545007
19.217,8.539635
19.217,8.534119
19.218,8.527498
19.219,8.521694
19.22,8.515246
19.221,8.507332
19.222,8.499563
19.222,8.494074
19.223,8.487384
19.224,8.479288
19.225,8.471908
19.226,8.46423
19.227,8.457305
19.227,8.451165
19.228,8.443164
19.229,8.434072
19.23,8.426637
19.231,8.419816
19.232,8.412182
19.232,8.405648
19.233,8.399738
19.234,8.392729
19.235,8.386225
19.236,8.380492
19.237,8.374228
19.237,8.366798
19.238,8.360039
19.239,8.353528
19.24,8.346241
19.241,8.338677
19.242,8.332234
19.242,8.325782
19.243,8.318292
19.244,8.311478
19.245,8.304631
19.246,8.297256
19.247,8.290353
19.247,8.283006
19.248,8.275394
19.249,8.268407
19.25,8.262733
19.251,8.257368
19.252,8.248924
19.252,8.239417
19.253,8.231219
19.254,8.222904
19.255,8.214916
19.256,8.208206
19.257,8.200835
19.257,8.193424
19.258,8.186191
19.259,8.179301
19.26,8.172664
19.261,8.165577
19.262,8.159017
19.262,8.152458
19.263,8.145181
19.264,8.137938
19.265,8.131978
19.266,8.126072
19.267,8.118146
19.267,8.110272
19.268,8.102496
19.269,8.095304
19.27,8.087292
19.271,8.07809
19.271,8.068957
19.272,8.061799
19.273,8.056295
19.274,8.049707
19.275,8.042576
19.276,8.035239
19.276,8.026654
19.277,8.018044
19.278,8.010101
19.279,8.00293
19.28,7.995245
19.281,7.987412
19.281,7.980036
19.282,7.972638
19.283,7.964498
19.284,7.956027
19.285,7.948926
19.286,7.940006
19.286,7.932194
19.287,7.925997
19.288,7.919718
19.289,7.913037
19.29,7.905756
19.291,7.898746
19.291,7.891907
19.292,7.884856
19.293,7.877638
19.294,7.870107
19.295,7.862843
19.296,7.854599
19.296,7.846186
19.297,7.838964
19.298,7.830431
19.299,7.821479
19.3,7.812968
19.301,7.804714
19.301,7.798261
19.302,7.792719
19.303,7.786304
19.304,7.778378
19.305,7.772128
19.306,7.764197
19.306,7.757115
19.307,7.74773
19.308,7.738574
19.309,7.730673
19.31,7.723762
19.311,7.715943
19.311,7.70768
19.312,7.700837
19.313,7.693423
19.314,7.686327
19.315,7.679249
19.316,7.672097
19.316,7.665754
19.317,7.658518
19.318,7.651248
19.319,7.643139
19.32,7.636892
19.321,7.629708
19.321,7.621749
19.322,7.614781
19.323,7.605291
19.324,7.598074
19.325,7.590761
19.326,7.582941
19.326,7.576109
19.327,7.568125
19.328,7.560959
19.329,7.55437
19.33,7.546737
19.331,7.536496
19.331,7.528107
19.332,7.520163
19.333,7.510591
19.334,7.5031
19.335,7.496226
19.336,7.487423
19.336,7.478528
19.337,7.470864
19.338,7.464126
19.339,7.455358
19.34,7.4481
19.341,7.441061
19.341,7.434626
19.342,7.426777
19.343,7.417771
19.344,7.409845
19.345,7.399864
19.346,7.391955
19.346,7.382978
19.347,7.372449
19.348,7.363577
19.349,7.356311
19.35,7.346058
19.351,7.336747
19.351,7.329092
19.352,7.321961
19.353,7.315219
19.354,7.308012
19.355,7.29988
19.356,7.290269
19.356,7.282161
19.357,7.273973
19.358,7.265295
19.359,7.255935
19.36,7.249317
19.361,7.242776
19.361,7.234185
19.362,7.222976
19.363,7.214224
19.364,7.205046
19.365,7.196336
19.365,7.189839
19.366,7.178346
19.367,7.170757
19.368,7.163636
19.369,7.1564
19.37,7.14755
19.37,7.139118
19.371,7.13052
19.372,7.121083
19.373,7.113152
19.374,7.103978
19.375,7.094125
19.375,7.084933
19.376,7.076975
19.377,7.069326
19.378,7.058895
19.379,7.049505
19.38,7.042173
19.38,7.032028
19.381,7.022485
19.382,7.014319
19.383,7.006196
19.384,6.998166
19.385,6.989452
19.385,6.980065
19.386,6.970675
19.387,6.965283
19.388,6.955884
19.389,6.945932
19.39,6.937966
19.39,6.927139
19.391,6.920124
19.392,6.911915
19.393,6.905314
19.394,6.896086
19.395,6.886535
19.395,6.878607
19.396,6.870955
19.397,6.862205
19.398,6.852835
19.399,6.846166
19.4,6.839468
19.4,6.830338
19.401,6.82273
19.402,6.812876
19.403,6.803968
19.404,6.795521
19.405,6.787134
19.405,6.780102
19.406,6.771924
19.407,6.763156
19.408,6.754273
19.409,6.746441
19.41,6.740614
19.41,6.732941
19.411,6.725462
19.412,6.716983
19.413,6.708083
19.414,6.699566
19.415,6.693049
19.415,6.685007
19.416,6.676507
19.417,6.668094
19.418,6.658827
19.419,6.652118
19.42,6.646365
19.42,6.635303
19.421,6.625947
19.422,6.615625
19.423,6.6083
19.424,6.60006
19.425,6.591907
19.425,6.582736
19.426,6.572995
19.427,6.564803
19.428,6.556202
19.429,6.547844
19.43,6.540688
19.43,6.533213
19.431,6.524579
19.432,6.516756
19.433,6.50888
19.434,6.500839
19.435,6.490456
19.435,6.481646
19.436,6.474408
19.437,6.465426
19.438,6.456347
19.439,6.448981
19.44,6.438907
19.44,6.42725
19.441,6.418119
19.442,6.410717
19.443,6.403052
19.444,6.394981
19.445,6.38617
19.445,6.377392
19.446,6.368379
19.447,6.357956
19.448,6.348441
19.449,6.339035
19.45,6.330033
19.45,6.320296
19.451,6.310989
19.452,6.302136
19.453,6.294394
19.454,6.2858
19.455,6.277468
19.455,6.270094
19.456,6.259207
19.457,6.249242
19.458,6.240768
19.459,6.232152
19.459,6.222697
19.46,6.214639
19.461,6.207778
19.462,6.201821
19.463,6.19417
19.464,6.184784
19.464,6.176218
19.465,6.166695
19.466,6.157368
19.467,6.149014
19.468,6.143933
19.469,6.135894
19.469,6.12872
19.47,6.119034
19.471,6.111007
19.472,6.101122
19.473,6.092319
19.474,6.083317
19.474,6.07453
19.475,6.065366
19.476,6.057557
19.477,6.048568
19.478,6.041481
19.479,6.034253
19.479,6.025726
19.48,6.017625
19.481,6.008893
19.482,5.998502
19.483,5.990095
19.484,5.980395
19.484,5.973669
19.485,5.964919
19.486,5.957383
19.487,5.94807
19.488,5.940529
19.489,5.930723
19.489,5.922439
19.49,5.913166
19.491,5.906422
19.492,5.896759
19.493,5.889858
19.494,5.882069
19.494,5.873866
19.495,5.864556
19.496,5.855004
19.497,5.846358
19.498,5.838015
19.499,5.831106
19.499,5.822285
19.5,5.813303
19.501,5.804657
19.502,5.796658
19.503,5.789847
19.504,5.78098
19.504,5.773655
19.505,5.763665
19.506,5.754487
19.507,5.74494
19.508,5.737505
19.509,5.728472
19.509,5.719718
19.51,5.712532
19.511,5.705037
19.512,5.695391
19.513,5.688016
19.514,5.676969
19.514,5.667672
19.515,5.657576
19.516,5.65018
19.517,5.642797
19.518,5.634063
19.519,5.625875
19.519,5.61601
19.52,5.606967
19.521,5.598451
19.522,5.590315
19.523,5.580252
19.524,5.570116
19.524,5.561729
19.525,5.554263
19.526,5.545655
19.527,5.537993
19.528,5.530049
19.529,5.5238
19.529,5.516498
19.53,5.508311
19.531,5.498939
19.532,5.489269
19.533,5.482225
19.534,5.4734
19.534,5.467413
19.535,5.459175
19.536,5.451963
19.537,5.442837
19.538,5.434706
19.539,5.425867
19.539,5.418171
19.54,5.409168
19.541,5.401404
19.542,5.393077
19.543,5.385112
19.544,5.378942
19.544,5.372313
19.545,5.36394
19.546,5.354278
19.547,5.345923
19.548,5.337719
19.548,5.329545
19.549,5.318945
19.55,5.309055
19.551,5.300721
19.552,5.293543
19.553,5.28651
19.553,5.277689
19.554,5.269809
19.555,5.258725
19.556,5.249514
19.557,5.241841
19.558,5.235272
19.558,5.226827
19.559,5.218081
19.56,5.209369
19.561,5.201221
19.562,5.192752
19.563,5.185076
19.563,5.176467
19.564,5.168168
19.565,5.15944
19.566,5.15023
19.567,5.143193
19.568,5.136533
19.568,5.127682
19.569,5.121352
19.57,5.113662
19.571,5.105325
19.572,5.098244
19.573,5.089911
19.573,5.081115
19.574,5.072494
19.575,5.0643
19.576,5.056878
19.577,5.049433
19.578,5.041853
19.578,5.033895
19.579,5.026771
19.58,5.019466
19.581,5.010746
19.582,5.002497
19.583,4.994952
19.583,4.987258
19.584,4.981111
19.585,4.972439
19.586,4.964359
19.587,4.957111
19.588,4.947454
19.588,4.937482
19.589,4.92944
19.59,4.920248
19.591,4.913222
19.592,4.905094
19.593,4.8961
