ml,mAU
17.219,8.908426
17.22,8.907403
17.221,8.905189
17.222,8.903055
17.223,8.901521
17.223,8.898648
17.224,8.896317
17.225,8.894497
17.226,8.893713
17.227,8.892488
17.228,8.890833
17.228,8.889949
17.229,8.890413
17.23,8.889488
17.231,8.888021
17.232,8.886262
17.233,8.884519
17.233,8.88506
17.234,8.884933
17.235,8.882608
17.236,8.879124
17.237,8.87762
17.238,8.877788
17.238,8.877235
17.239,8.876767
17.24,8.873773
17.241,8.870124
17.242,8.868317
17.243,8.867349
17.243,8.865054
17.244,8.863338
17.245,8.860576
17.246,8.856284
17.247,8.85218
17.248,8.849428
17.248,8.847946
17.249,8.846781
17.25,8.843961
17.251,8.841773
17.252,8.839947
17.253,8.838015
17.253,8.836668
17.254,8.834256
17.255,8.831619
17.256,8.82939
17.257,8.827616
17.258,8.82544
17.258,8.82145
17.259,8.818841
17.26,8.816003
17.261,8.815738
17.262,8.815872
17.263,8.812898
17.263,8.808993
17.264,8.806503
17.265,8.804906
17.266,8.804193
17.267,8.803834
17.268,8.803214
17.268,8.800312
17.269,8.797335
17.27,8.794705
17.271,8.793501
17.272,8.792296
17.273,8.790206
17.273,8.787246
17.274,8.784009
17.275,8.781357
17.276,8.77943
17.277,8.777685
17.278,8.775437
17.278,8.772324
17.279,8.771027
17.28,8.770185
17.281,8.768396
17.282,8.767214
17.283,8.765252
17.283,8.764615
17.284,8.764979
17.285,8.763778
17.286,8.759854
17.287,8.755621
17.288,8.752955
17.288,8.749893
17.289,8.747917
17.29,8.746358
17.291,8.744679
17.292,8.741813
17.293,8.738686
17.293,8.736779
17.294,8.735318
17.295,8.733574
17.296,8.729981
17.297,8.727962
17.298,8.727764
17.298,8.727069
17.299,8.726957
17.3,8.725161
17.301,8.722868
17.302,8.721229
17.302,8.718381
17.303,8.715235
17.304,8.713208
17.305,8.71035
17.306,8.707804
17.307,8.707171
17.307,8.706194
17.308,8.704923
17.309,8.703754
17.31,8.702721
17.311,8.702914
17.312,8.701263
17.312,8.699668
17.313,8.698351
17.314,8.697489
17.315,8.696133
17.316,8.695373
17.317,8.695445
17.317,8.693508
17.318,8.691162
17.319,8.689726
17.32,8.68755
17.321,8.685524
17.322,8.684391
17.322,8.682845
17.323,8.682093
17.324,8.681021
17.325,8.678783
17.326,8.677285
17.327,8.676291
17.327,8.674936
17.328,8.674678
17.329,8.673582
17.33,8.672013
17.331,8.670241
17.332,8.666736
17.332,8.663831
17.333,8.662354
17.334,8.660929
17.335,8.659393
17.336,8.657519
17.337,8.656242
17.337,8.654026
17.338,8.651506
17.339,8.648043
17.34,8.645096
17.341,8.642216
17.342,8.640434
17.342,8.639286
17.343,8.637772
17.344,8.63626
17.345,8.633645
17.346,8.631553
17.347,8.630557
17.347,8.629537
17.348,8.627803
17.349,8.624139
17.35,8.621966
17.351,8.621497
17.352,8.620955
17.352,8.621225
17.353,8.62032
17.354,8.619379
17.355,8.61868
17.356,8.617678
17.357,8.616706
17.357,8.615485
17.358,8.613946
17.359,8.612995
17.36,8.612482
17.361,8.611672
17.362,8.611267
17.362,8.609936
17.363,8.606552
17.364,8.604141
17.365,8.601768
17.366,8.599758
17.367,8.598774
17.367,8.597131
17.368,8.595015
17.369,8.593119
17.37,8.593222
17.371,8.591847
17.372,8.588613
17.372,8.585023
17.373,8.580583
17.374,8.576362
17.375,8.572895
17.376,8.570271
17.377,8.568255
17.377,8.565447
17.378,8.562373
17.379,8.559911
17.38,8.557571
17.381,8.555313
17.382,8.553239
17.382,8.551804
17.383,8.549549
17.384,8.548619
17.385,8.547685
17.386,8.545817
17.387,8.545343
17.387,8.542345
17.388,8.539529
17.389,8.536912
17.39,8.534386
17.391,8.531654
17.392,8.527203
17.392,8.525324
17.393,8.524207
17.394,8.52291
17.395,8.523411
17.396,8.523616
17.396,8.522198
17.397,8.520943
17.398,8.519554
17.399,8.517054
17.4,8.514872
17.401,8.513641
17.401,8.511977
17.402,8.510476
17.403,8.508872
17.404,8.507842
17.405,8.507285
17.406,8.506503
17.406,8.505206
17.407,8.503658
17.408,8.502362
17.409,8.50061
17.41,8.500772
17.411,8.499947
17.411,8.498607
17.412,8.498461
17.413,8.497453
17.414,8.495893
17.415,8.494176
17.416,8.492087
17.416,8.490251
17.417,8.487599
17.418,8.485402
17.419,8.48457
17.42,8.48473
17.421,8.484199
17.421,8.483063
17.422,8.481697
17.423,8.480325
17.424,8.478683
17.425,8.476851
17.426,8.473824
17.426,8.470293
17.427,8.467606
17.428,8.466528
17.429,8.466018
17.43,8.465181
17.431,8.462687
17.431,8.462192
17.432,8.46229
17.433,8.460843
17.434,8.459567
17.435,8.457483
17.436,8.454825
17.436,8.452872
17.437,8.44974
17.438,8.44987
17.439,8.448692
17.44,8.445554
17.441,8.443483
17.441,8.44095
17.442,8.437512
17.443,8.435368
17.444,8.434464
17.445,8.432528
17.446,8.430179
17.446,8.428023
17.447,8.428103
17.448,8.428267
17.449,8.426282
17.45,8.424549
17.451,8.422731
17.451,8.420874
17.452,8.418827
17.453,8.416024
17.454,8.414772
17.455,8.412143
17.456,8.409979
17.456,8.410168
17.457,8.409377
17.458,8.408453
17.459,8.405454
17.46,8.403527
17.461,8.403146
17.461,8.401743
17.462,8.401616
17.463,8.400733
17.464,8.399264
17.465,8.39614
17.466,8.393692
17.466,8.392426
17.467,8.390938
17.468,8.38702
17.469,8.38386
17.47,8.381257
17.471,8.378734
17.471,8.375178
17.472,8.372885
17.473,8.37224
17.474,8.371232
17.475,8.370251
17.476,8.369479
17.476,8.369729
17.477,8.36829
17.478,8.366728
17.479,8.365508
17.48,8.364008
17.481,8.361814
17.481,8.361179
17.482,8.359157
17.483,8.356623
17.484,8.355135
17.485,8.352789
17.486,8.351637
17.486,8.350727
17.487,8.347157
17.488,8.346081
17.489,8.34602
17.49,8.344019
17.49,8.343497
17.491,8.344338
17.492,8.34562
17.493,8.345019
17.494,8.34193
17.495,8.339894
17.495,8.336106
17.496,8.335346
17.497,8.333927
17.498,8.330997
17.499,8.329452
17.5,8.32735
17.5,8.325143
17.501,8.324674
17.502,8.321153
17.503,8.320045
17.504,8.318485
17.505,8.317203
17.505,8.317181
17.506,8.314957
17.507,8.314569
17.508,8.314198
17.509,8.314342
17.51,8.3131
17.51,8.314007
17.511,8.311562
17.512,8.307089
17.513,8.304694
17.514,8.305118
17.515,8.304294
17.515,8.303327
17.516,8.302757
17.517,8.299916
17.518,8.296795
17.519,8.295836
17.52,8.296084
17.52,8.294166
17.521,8.293447
17.522,8.291893
17.523,8.290686
17.524,8.288013
17.525,8.284699
17.525,8.281087
17.526,8.280869
17.527,8.280644
17.528,8.27981
17.529,8.277855
17.53,8.273794
17.53,8.272476
17.531,8.269403
17.532,8.269742
17.533,8.270368
17.534,8.269352
17.535,8.268668
17.535,8.26774
17.536,8.266049
17.537,8.265116
17.538,8.26446
17.539,8.265018
17.54,8.264232
17.54,8.262146
17.541,8.261882
17.542,8.260185
17.543,8.259896
17.544,8.258843
17.545,8.257805
17.545,8.258692
17.546,8.2583
17.547,8.254313
17.548,8.252188
17.549,8.249183
17.55,8.24694
17.55,8.247001
17.551,8.244839
17.552,8.245396
17.553,8.243222
17.554,8.241843
17.555,8.239364
17.555,8.236471
17.556,8.233873
17.557,8.232113
17.558,8.231358
17.559,8.230397
17.56,8.229379
17.56,8.228016
17.561,8.226836
17.562,8.224866
17.563,8.224362
17.564,8.2234
17.565,8.222393
17.565,8.221292
17.566,8.2196
17.567,8.220739
17.568,8.220443
17.569,8.220671
17.57,8.21995
17.57,8.219561
17.571,8.216993
17.572,8.217038
17.573,8.21289
17.574,8.211686
17.575,8.209968
17.575,8.209664
17.576,8.209453
17.577,8.207782
17.578,8.207892
17.579,8.205809
17.58,8.203627
17.58,8.201356
17.581,8.199917
17.582,8.198544
17.583,8.198009
17.584,8.196411
17.584,8.191359
17.585,8.188206
17.586,8.188118
17.587,8.188056
17.588,8.185976
17.589,8.185883
17.589,8.18431
17.59,8.184856
17.591,8.183301
17.592,8.182163
17.593,8.18066
17.594,8.181005
17.594,8.179657
17.595,8.17657
17.596,8.174877
17.597,8.17255
17.598,8.17243
17.599,8.170997
17.599,8.170505
17.6,8.168888
17.601,8.166956
17.602,8.16588
17.603,8.163956
17.604,8.162158
17.604,8.159341
17.605,8.160324
17.606,8.161964
17.607,8.161055
17.608,8.158418
17.609,8.155708
17.609,8.154211
17.61,8.152777
17.611,8.152026
17.612,8.151978
17.613,8.152435
17.614,8.150315
17.614,8.149144
17.615,8.148484
17.616,8.14807
17.617,8.147774
17.618,8.14683
17.619,8.145132
17.619,8.143773
17.62,8.142673
17.621,8.142881
17.622,8.142588
17.623,8.141699
17.624,8.141545
17.624,8.141348
17.625,8.141905
17.626,8.142212
17.627,8.140764
17.628,8.140965
17.629,8.140694
17.629,8.139152
17.63,8.137717
17.631,8.138228
17.632,8.135759
17.633,8.13537
17.634,8.134152
17.634,8.134591
17.635,8.132742
17.636,8.132045
17.637,8.132499
17.638,8.131539
17.639,8.12993
17.639,8.129574
17.64,8.128074
17.641,8.126929
17.642,8.126067
17.643,8.125083
17.644,8.12643
17.644,8.126454
17.645,8.126122
17.646,8.126915
17.647,8.126145
17.648,8.124445
17.649,8.1217
17.649,8.120013
17.65,8.121601
17.651,8.121387
17.652,8.118607
17.653,8.117151
17.654,8.1163
17.654,8.116378
17.655,8.11606
17.656,8.115309
17.657,8.115373
17.658,8.113561
17.659,8.112762
17.659,8.11385
17.66,8.113828
17.661,8.114437
17.662,8.11569
17.663,8.116344
17.664,8.117288
17.664,8.115256
17.665,8.113448
17.666,8.112629
17.667,8.109979
17.668,8.108766
17.669,8.109798
17.669,8.110355
17.67,8.111867
17.671,8.111782
17.672,8.111262
17.673,8.111094
17.674,8.110548
17.674,8.109569
17.675,8.106958
17.676,8.106372
17.677,8.105967
17.678,8.105583
17.678,8.107189
17.679,8.106653
17.68,8.105258
17.681,8.105202
17.682,8.103338
17.683,8.101377
17.683,8.100698
17.684,8.097994
17.685,8.097513
17.686,8.097002
17.687,8.095967
17.688,8.096416
17.688,8.096369
17.689,8.095533
17.69,8.093399
17.691,8.092029
17.692,8.090874
17.693,8.091144
17.693,8.090865
17.694,8.091249
17.695,8.092278
17.696,8.094297
17.697,8.094465
17.698,8.094249
17.698,8.093429
17.699,8.092988
17.7,8.092867
17.701,8.092677
17.702,8.092193
17.703,8.09411
17.703,8.095772
17.704,8.096218
17.705,8.09737
17.706,8.098351
17.707,8.098967
17.708,8.099967
17.708,8.100218
17.709,8.099698
17.71,8.099086
17.711,8.101295
17.712,8.101903
17.713,8.10256
17.713,8.102797
17.714,8.102275
17.715,8.102593
17.716,8.103176
17.717,8.102888
17.718,8.101725
17.718,8.10265
17.719,8.103101
17.72,8.103057
17.721,8.103876
17.722,8.10382
17.723,8.103481
17.723,8.102115
17.724,8.101235
17.725,8.100024
17.726,8.100996
17.727,8.10272
17.728,8.102996
17.728,8.102046
17.729,8.103045
17.73,8.105148
17.731,8.106706
17.732,8.106691
17.733,8.107039
17.733,8.106702
17.734,8.107183
17.735,8.109018
17.736,8.110808
17.737,8.110994
17.738,8.111636
17.738,8.112572
17.739,8.112482
17.74,8.113088
17.741,8.114545
17.742,8.115082
17.743,8.116667
17.743,8.117433
17.744,8.118805
17.745,8.119762
17.746,8.120088
17.747,8.119402
17.748,8.119047
17.748,8.11827
17.749,8.118176
17.75,8.11896
17.751,8.119129
17.752,8.118377
17.753,8.118578
17.753,8.120085
17.754,8.121173
17.755,8.121628
17.756,8.122368
17.757,8.12198
17.758,8.121263
17.758,8.120567
17.759,8.12066
17.76,8.121571
17.761,8.12199
17.762,8.121469
17.763,8.120308
17.763,8.120547
17.764,8.121061
17.765,8.120996
17.766,8.122249
17.767,8.124357
17.768,8.125901
17.768,8.126706
17.769,8.128035
17.77,8.130543
17.771,8.131687
17.772,8.131484
17.772,8.132563
17.773,8.134083
17.774,8.134952
17.775,8.13726
17.776,8.139602
17.777,8.14085
17.777,8.141511
17.778,8.14205
17.779,8.144442
17.78,8.14628
17.781,8.147255
17.782,8.147254
17.782,8.147868
17.783,8.150503
17.784,8.153509
17.785,8.158062
17.786,8.161327
17.787,8.162025
17.787,8.164787
17.788,8.167272
17.789,8.169414
17.79,8.172322
17.791,8.17546
17.792,8.17709
17.792,8.178481
17.793,8.181032
17.794,8.183519
17.795,8.1838
17.796,8.183134
17.797,8.18359
17.797,8.184952
17.798,8.187105
17.799,8.190001
17.8,8.192846
17.801,8.195081
17.802,8.196574
17.802,8.20004
17.803,8.202483
17.804,8.205147
17.805,8.205973
17.806,8.204575
17.807,8.204649
17.807,8.206774
17.808,8.208199
17.809,8.20918
17.81,8.211322
17.811,8.211463
17.812,8.210102
17.812,8.210845
17.813,8.214425
17.814,8.215333
17.815,8.215105
17.816,8.217137
17.817,8.219076
17.817,8.220093
17.818,8.222175
17.819,8.223902
17.82,8.225547
17.821,8.226938
17.822,8.228873
17.822,8.232322
17.823,8.234809
17.824,8.237162
17.825,8.238085
17.826,8.238188
17.827,8.240408
17.827,8.243599
17.828,8.246029
17.829,8.246799
17.83,8.24822
17.831,8.249794
17.832,8.253486
17.832,8.258068
17.833,8.259213
17.834,8.259346
17.835,8.262857
17.836,8.268272
17.837,8.271448
17.837,8.275735
17.838,8.280157
17.839,8.28333
17.84,8.286798
17.841,8.290544
17.842,8.29322
17.842,8.294917
17.843,8.297911
17.844,8.301941
17.845,8.304291
17.846,8.307088
17.847,8.310999
17.847,8.315103
17.848,8.31684
17.849,8.319169
17.85,8.323113
17.851,8.326594
17.852,8.329843
17.852,8.331506
17.853,8.334413
17.854,8.338304
17.855,8.342741
17.856,8.345242
17.857,8.345845
17.857,8.348034
17.858,8.350916
17.859,8.353352
17.86,8.355519
17.861,8.358725
17.862,8.361466
17.862,8.364555
17.863,8.366836
17.864,8.369977
17.865,8.371922
17.866,8.375261
17.866,8.379292
17.867,8.382668
17.868,8.385048
17.869,8.387314
17.87,8.390351
17.871,8.394073
17.871,8.399147
17.872,8.402163
17.873,8.406462
17.874,8.408697
17.875,8.411915
17.876,8.4156
17.876,8.418508
17.877,8.422494
17.878,8.42649
17.879,8.429832
17.88,8.432108
17.881,8.435375
17.881,8.437889
17.882,8.440834
17.883,8.444131
17.884,8.448547
17.885,8.451971
17.886,8.454948
17.886,8.459004
17.887,8.463004
17.888,8.465774
17.889,8.468287
17.89,8.472242
17.891,8.475509
17.891,8.476554
17.892,8.478559
17.893,8.481594
17.894,8.484794
17.895,8.489399
17.896,8.492756
17.896,8.495994
17.897,8.499216
17.898,8.501287
17.899,8.503853
17.9,8.508094
17.901,8.512386
17.901,8.515941
17.902,8.519245
17.903,8.522227
17.904,8.525722
17.905,8.528588
17.906,8.531703
17.906,8.535522
17.907,8.537931
17.908,8.540621
17.909,8.544907
17.91,8.548923
17.911,8.552908
17.911,8.557667
17.912,8.561639
17.913,8.563354
17.914,8.567058
17.915,8.571668
17.916,8.574803
17.916,8.580377
17.917,8.584674
17.918,8.587826
17.919,8.592345
17.92,8.596572
17.921,8.600176
17.921,8.604274
17.922,8.607452
17.923,8.611506
17.924,8.616779
17.925,8.619609
17.926,8.624038
17.926,8.628304
17.927,8.632582
17.928,8.637915
17.929,8.6429
17.93,8.647475
17.931,8.652712
17.931,8.65591
17.932,8.660964
17.933,8.66671
17.934,8.673301
17.935,8.675807
17.936,8.678947
17.936,8.683289
17.937,8.686578
17.938,8.691875
17.939,8.695281
17.94,8.699253
17.941,8.70389
17.941,8.708254
17.942,8.712039
17.943,8.718784
17.944,8.723371
17.945,8.726021
17.946,8.731612
17.946,8.736048
17.947,8.740924
17.948,8.745579
17.949,8.749153
17.95,8.753806
17.951,8.756942
17.951,8.76087
17.952,8.764784
17.953,8.767393
17.954,8.770925
17.955,8.775987
17.956,8.780986
17.956,8.785541
17.957,8.788417
17.958,8.791438
17.959,8.793901
17.96,8.798223
17.96,8.802539
17.961,8.80694
17.962,8.811094
17.963,8.815512
17.964,8.817926
17.965,8.822132
17.965,8.828807
17.966,8.833081
17.967,8.83729
17.968,8.841523
17.969,8.845101
17.97,8.850873
17.97,8.853125
17.971,8.859093
17.972,8.86439
17.973,8.871964
17.974,8.877399
17.975,8.88229
17.975,8.888059
17.976,8.891628
17.977,8.896949
17.978,8.903496
17.979,8.908998
17.98,8.91485
17.98,8.922133
17.981,8.928998
17.982,8.93489
17.983,8.940086
17.984,8.942486
17.985,8.948348
17.985,8.953128
17.986,8.956345
17.987,8.960331
17.988,8.964961
17.989,8.969251
17.99,8.974463
17.99,8.977465
17.991,8.982919
17.992,8.987154
17.993,8.991472
17.994,8.994024
17.995,8.998941
17.995,9.003172
17.996,9.005836
17.997,9.012337
17.998,9.017014
17.999,9.021815
18,9.025598
18,9.029981
18.001,9.032413
18.002,9.036032
18.003,9.041364
18.004,9.046026
18.005,9.052114
18.005,9.058726
18.006,9.063986
18.007,9.070804
18.008,9.076969
18.009,9.082578
18.01,9.088253
18.01,9.092975
18.011,9.098776
18.012,9.104273
18.013,9.108027
18.014,9.111159
18.015,9.118238
18.015,9.122368
18.016,9.12552
18.017,9.128602
18.018,9.133649
18.019,9.136164
18.02,9.139267
18.02,9.143626
18.021,9.149741
18.022,9.155786
18.023,9.159419
18.024,9.160828
18.025,9.165103
18.025,9.168934
18.026,9.170328
18.027,9.174703
18.028,9.177195
18.029,9.179008
18.03,9.182872
18.03,9.1888
18.031,9.192682
18.032,9.197906
18.033,9.202013
18.034,9.206765
18.035,9.212413
18.035,9.214091
18.036,9.218289
18.037,9.221334
18.038,9.226039
18.039,9.228919
18.04,9.23264
18.04,9.238631
18.041,9.242926
18.042,9.24665
18.043,9.250597
18.044,9.254504
18.045,9.26085
18.045,9.264019
18.046,9.268553
18.047,9.274171
18.048,9.277837
18.049,9.281944
18.05,9.286439
18.05,9.29056
18.051,9.291775
18.052,9.295467
18.053,9.29714
18.054,9.301051
18.054,9.303774
18.055,9.308493
18.056,9.312783
18.057,9.318686
18.058,9.326413
18.059,9.332849
18.059,9.338035
18.06,9.344853
18.061,9.348481
18.062,9.353782
18.063,9.356724
18.064,9.36053
18.064,9.366574
18.065,9.371091
18.066,9.377634
18.067,9.38227
18.068,9.386774
18.069,9.392044
18.069,9.395589
18.07,9.402195
18.071,9.40691
18.072,9.411027
18.073,9.41631
18.074,9.421884
18.074,9.427649
18.075,9.434243
18.076,9.438621
18.077,9.442431
18.078,9.445626
18.079,9.448954
18.079,9.451996
18.08,9.455219
18.081,9.459469
18.082,9.463753
18.083,9.46694
18.084,9.471141
18.084,9.475765
18.085,9.479662
18.086,9.481866
18.087,9.483418
18.088,9.487278
18.089,9.490506
18.089,9.494829
18.09,9.500129
18.091,9.503447
18.092,9.507391
18.093,9.512773
18.094,9.516145
18.094,9.52051
18.095,9.52376
18.096,9.5272
18.097,9.531726
18.098,9.537901
18.099,9.541304
18.099,9.544345
18.1,9.547712
18.101,9.55065
18.102,9.55456
18.103,9.557157
18.104,9.561081
18.104,9.563736
18.105,9.566515
18.106,9.571026
18.107,9.577518
18.108,9.584316
18.109,9.588632
18.109,9.593217
18.11,9.597174
18.111,9.601237
18.112,9.604736
18.113,9.606901
18.114,9.609267
18.114,9.612442
18.115,9.614472
18.116,9.618261
18.117,9.623401
18.118,9.626109
18.119,9.628957
18.119,9.633654
18.12,9.638518
18.121,9.643616
18.122,9.648513
18.123,9.651233
18.124,9.656145
18.124,9.660631
18.125,9.664212
18.126,9.669418
18.127,9.672472
18.128,9.675476
18.129,9.677754
18.129,9.682236
18.13,9.684919
18.131,9.686975
18.132,9.689979
18.133,9.693718
18.134,9.697401
18.134,9.701038
18.135,9.704762
18.136,9.708971
18.137,9.711903
18.138,9.714203
18.139,9.719172
18.139,9.723182
18.14,9.724778
18.141,9.728111
18.142,9.732238
18.143,9.734839
18.144,9.738173
18.144,9.74334
18.145,9.74681
18.146,9.750733
18.147,9.7546
18.148,9.757517
18.148,9.759804
18.149,9.76315
18.15,9.765065
18.151,9.769485
18.152,9.773696
18.153,9.777083
18.153,9.780811
18.154,9.784211
18.155,9.787539
18.156,9.792213
18.157,9.79517
18.158,9.799697
18.158,9.803896
18.159,9.806672
18.16,9.809084
18.161,9.812849
18.162,9.816167
18.163,9.82002
18.163,9.825085
18.164,9.829755
18.165,9.830256
18.166,9.832194
18.167,9.835412
18.168,9.837227
18.168,9.841072
18.169,9.844279
18.17,9.847495
18.171,9.849689
18.172,9.851834
18.173,9.854463
18.173,9.857893
18.174,9.85918
18.175,9.861979
18.176,9.865563
18.177,9.868321
18.178,9.871817
18.178,9.874584
18.179,9.87675
18.18,9.87858
18.181,9.881817
18.182,9.884327
18.183,9.885089
18.183,9.885842
18.184,9.887285
18.185,9.888227
18.186,9.890455
18.187,9.893681
18.188,9.895671
18.188,9.897593
18.189,9.89835
18.19,9.900009
18.191,9.902556
18.192,9.905559
18.193,9.909719
18.193,9.912546
18.194,9.914207
18.195,9.917973
18.196,9.921629
18.197,9.92412
18.198,9.926561
18.198,9.928515
18.199,9.930251
18.2,9.932539
18.201,9.935212
18.202,9.93761
18.203,9.941466
18.203,9.945642
18.204,9.948418
18.205,9.951556
18.206,9.954735
18.207,9.956841
18.208,9.959695
18.208,9.962825
18.209,9.965941
18.21,9.969089
18.211,9.971158
18.212,9.97179
18.213,9.973835
18.213,9.97594
18.214,9.978846
18.215,9.982054
18.216,9.98341
18.217,9.984431
18.218,9.986068
18.218,9.986156
18.219,9.988032
18.22,9.990274
18.221,9.991489
18.222,9.99239
18.223,9.994667
18.223,9.996122
18.224,9.997151
18.225,9.998975
18.226,10.00041
18.227,10.00209
18.228,10.0046
18.228,10.00571
18.229,10.00813
18.23,10.00978
18.231,10.01296
18.232,10.0166
18.233,10.01977
18.233,10.02154
18.234,10.02262
18.235,10.02354
18.236,10.02441
18.237,10.02547
18.238,10.02745
18.238,10.02993
18.239,10.03276
18.24,10.03524
18.241,10.03667
18.242,10.03796
18.242,10.03955
18.243,10.04136
18.244,10.04302
18.245,10.04529
18.246,10.04713
18.247,10.04807
18.247,10.04942
18.248,10.05206
18.249,10.05415
18.25,10.05483
18.251,10.05561
18.252,10.05608
18.252,10.05518
18.253,10.0551
18.254,10.05636
18.255,10.05685
18.256,10.05791
18.257,10.05923
18.257,10.06038
18.258,10.06182
18.259,10.06279
18.26,10.06362
18.261,10.06476
18.262,10.06585
18.262,10.06838
18.263,10.07025
18.264,10.07039
18.265,10.07162
18.266,10.07324
18.267,10.07311
18.267,10.07297
18.268,10.07292
18.269,10.07232
18.27,10.07265
18.271,10.07483
18.272,10.07666
18.272,10.07803
18.273,10.08136
18.274,10.08355
18.275,10.08465
18.276,10.08615
18.277,10.08754
18.277,10.08931
18.278,10.09067
18.279,10.09171
18.28,10.09354
18.281,10.09525
18.282,10.09671
18.282,10.09742
18.283,10.09592
18.284,10.09656
18.285,10.09857
18.286,10.09941
18.287,10.10032
18.287,10.10205
18.288,10.10406
18.289,10.10604
18.29,10.10837
18.291,10.10993
18.292,10.11113
18.292,10.11156
18.293,10.11321
18.294,10.11359
18.295,10.11357
18.296,10.11477
18.297,10.1162
18.297,10.1175
18.298,10.11791
18.299,10.11901
18.3,10.11968
18.301,10.11967
18.302,10.11977
18.302,10.11976
18.303,10.1204
18.304,10.12299
18.305,10.12426
18.306,10.1239
18.307,10.12542
18.307,10.12602
18.308,10.12583
18.309,10.12722
18.31,10.12739
18.311,10.12722
18.312,10.12833
18.312,10.13029
18.313,10.13172
18.314,10.13241
18.315,10.13368
18.316,10.13476
18.317,10.13555
18.317,10.13562
18.318,10.1362
18.319,10.13622
18.32,10.13607
18.321,10.13699
18.322,10.13836
18.322,10.13964
18.323,10.14046
18.324,10.13985
18.325,10.13817
18.326,10.13835
18.327,10.13891
18.327,10.13751
18.328,10.13809
18.329,10.13987
18.33,10.13998
18.331,10.14046
18.332,10.14028
18.332,10.13906
18.333,10.13885
18.334,10.13957
18.335,10.13979
18.336,10.14025
18.336,10.14113
18.337,10.14205
18.338,10.14236
18.339,10.14281
18.34,10.14378
18.341,10.144
18.341,10.14458
18.342,10.14478
18.343,10.14346
18.344,10.14343
18.345,10.14466
18.346,10.14672
18.346,10.14901
18.347,10.14997
18.348,10.15085
18.349,10.1519
18.35,10.15037
18.351,10.1503
18.351,10.15208
18.352,10.15347
18.353,10.15596
18.354,10.15643
18.355,10.15559
18.356,10.15546
18.356,10.1552
18.357,10.15441
18.358,10.15409
18.359,10.15356
18.36,10.15324
18.361,10.15244
18.361,10.15344
18.362,10.15355
18.363,10.15353
18.364,10.15543
18.365,10.15666
18.366,10.15659
18.366,10.15613
18.367,10.15514
18.368,10.1549
18.369,10.15485
18.37,10.15466
18.371,10.15675
18.371,10.1579
18.372,10.15727
18.373,10.1569
18.374,10.15603
18.375,10.15481
18.376,10.15431
18.376,10.15506
18.377,10.15531
18.378,10.15483
18.379,10.15451
18.38,10.15516
18.381,10.15593
18.381,10.15646
18.382,10.15629
18.383,10.15633
18.384,10.15749
18.385,10.15688
18.386,10.15597
18.386,10.15767
18.387,10.15882
18.388,10.15913
18.389,10.15897
18.39,10.15881
18.391,10.15812
18.391,10.15773
18.392,10.15647
18.393,10.1568
18.394,10.15835
18.395,10.15975
18.396,10.16085
18.396,10.16136
18.397,10.16147
18.398,10.16285
18.399,10.1648
18.4,10.16792
18.401,10.16925
18.401,10.16882
18.402,10.1687
18.403,10.16868
18.404,10.16893
18.405,10.16977
18.406,10.16988
18.406,10.17124
18.407,10.17132
18.408,10.1722
18.409,10.1735
18.41,10.17401
18.411,10.17442
18.411,10.17786
18.412,10.1781
18.413,10.17876
18.414,10.178
18.415,10.17652
18.416,10.17505
18.416,10.17561
18.417,10.17557
18.418,10.17581
18.419,10.1746
18.42,10.17335
18.421,10.17155
18.421,10.17209
18.422,10.173
18.423,10.17447
18.424,10.17479
18.425,10.17611
18.425,10.17489
18.426,10.17508
18.427,10.17616
18.428,10.1761
18.429,10.1768
18.43,10.17706
18.43,10.17645
18.431,10.17666
18.432,10.17587
18.433,10.17553
18.434,10.17558
18.435,10.17668
18.435,10.17755
18.436,10.17867
18.437,10.1788
18.438,10.17971
18.439,10.18057
18.44,10.1834
18.44,10.18563
18.441,10.18612
18.442,10.18511
18.443,10.185
18.444,10.18285
18.445,10.18338
18.445,10.18247
18.446,10.18231
18.447,10.18184
18.448,10.18217
18.449,10.18193
18.45,10.182
18.45,10.17856
18.451,10.18106
18.452,10.18337
18.453,10.18427
18.454,10.18589
18.455,10.18537
18.455,10.18706
18.456,10.1884
18.457,10.18904
18.458,10.19009
18.459,10.19056
18.46,10.19051
18.46,10.18886
18.461,10.18917
18.462,10.18851
18.463,10.19068
18.464,10.19072
18.465,10.19524
18.465,10.19534
18.466,10.19508
18.467,10.19498
18.468,10.19574
18.469,10.19445
18.47,10.19629
18.47,10.19453
18.471,10.19613
18.472,10.19385
18.473,10.1942
18.474,10.19526
18.475,10.19528
18.475,10.19834
18.476,10.19769
18.477,10.19665
18.478,10.19705
18.479,10.19792
18.48,10.19877
18.48,10.19965
18.481,10.20017
18.482,10.2003
18.483,10.20063
18.484,10.19995
18.485,10.20054
18.485,10.19782
18.486,10.19779
18.487,10.19927
18.488,10.19996
18.489,10.20012
18.49,10.20239
18.49,10.20072
18.491,10.20346
18.492,10.20597
18.493,10.20907
18.494,10.2097
18.495,10.2094
18.495,10.2099
18.496,10.20999
18.497,10.21013
18.498,10.21115
18.499,10.21398
18.5,10.21587
18.5,10.21784
18.501,10.21836
18.502,10.21856
18.503,10.21927
18.504,10.22109
18.505,10.22322
18.505,10.22602
18.506,10.22861
18.507,10.23013
18.508,10.2319
18.509,10.23298
18.51,10.23503
18.51,10.23536
18.511,10.23739
18.512,10.23821
